date	time	relative time [s]	Cn [P/cm^3]	none	X50(V) [micro-m]	none	
12/13/2016	2:18:02 PM	182.11	19901.195312	NaN	1.277452	NaN	
12/13/2016	2:18:03 PM	182.75	23301.400391	NaN	0.917409	NaN	
12/13/2016	2:18:04 PM	184.08	21382.521484	NaN	0.986523	NaN	
12/13/2016	2:18:05 PM	184.70	21152.158203	NaN	1.143759	NaN	
12/13/2016	2:18:06 PM	186.02	21185.093750	NaN	0.870608	NaN	
12/13/2016	2:18:07 PM	187.23	17280.384766	NaN	1.255571	NaN	
12/13/2016	2:18:08 PM	187.87	23240.310547	NaN	2.611225	NaN	
12/13/2016	2:18:09 PM	189.17	22310.041016	NaN	1.463586	NaN	
12/13/2016	2:18:10 PM	189.83	19864.904297	NaN	0.819062	NaN	
12/13/2016	2:18:11 PM	191.08	21048.058594	NaN	0.347140	NaN	
12/13/2016	2:18:12 PM	191.77	17461.107422	NaN	0.969462	NaN	
12/13/2016	2:18:13 PM	193.08	20967.804687	NaN	0.964456	NaN	
12/13/2016	2:18:14 PM	193.75	22334.562500	NaN	0.695146	NaN	
12/13/2016	2:18:15 PM	195.03	25862.843750	NaN	1.202305	NaN	
12/13/2016	2:18:16 PM	195.94	23456.392578	NaN	0.728746	NaN	
12/13/2016	2:18:17 PM	196.94	20499.294922	NaN	2.061444	NaN	
12/13/2016	2:18:18 PM	198.22	21845.986328	NaN	1.194616	NaN	
12/13/2016	2:18:19 PM	198.89	22133.673828	NaN	1.488119	NaN	
12/13/2016	2:18:20 PM	200.12	20787.142578	NaN	1.196267	NaN	
12/13/2016	2:18:21 PM	200.89	16409.630859	NaN	1.069054	NaN	
12/13/2016	2:18:22 PM	202.02	17822.263672	NaN	1.351502	NaN	
12/13/2016	2:18:23 PM	203.25	21991.630859	NaN	0.798620	NaN	
12/13/2016	2:18:24 PM	203.92	20101.923828	NaN	1.247881	NaN	
12/13/2016	2:18:25 PM	205.25	22502.724609	NaN	1.034204	NaN	
