date	time	relative time [s]	Cn [P/cm^3]	none	X50(V) [micro-m]	none	
12/13/2016	11:57:05 AM	1317.91	0.000000	NaN	NaN	NaN	
12/13/2016	11:57:15 AM	1327.91	0.000000	NaN	NaN	NaN	
12/13/2016	11:57:25 AM	1337.89	0.000000	NaN	NaN	NaN	
12/13/2016	11:57:35 AM	1347.87	0.000000	NaN	NaN	NaN	
12/13/2016	11:57:45 AM	1357.87	0.000000	NaN	NaN	NaN	
12/13/2016	11:57:55 AM	1367.87	0.000000	NaN	NaN	NaN	
12/13/2016	11:58:05 AM	1377.91	0.000000	NaN	NaN	NaN	
12/13/2016	11:58:15 AM	1387.94	0.000000	NaN	NaN	NaN	
12/13/2016	11:58:25 AM	1397.94	0.000000	NaN	NaN	NaN	
12/13/2016	11:58:35 AM	1407.97	4.234313	NaN	0.284057	NaN	
12/13/2016	11:58:45 AM	1418.02	0.000000	NaN	NaN	NaN	
12/13/2016	11:58:55 AM	1428.02	3463.443604	NaN	0.609779	NaN	
12/13/2016	11:59:05 AM	1437.97	7612.434570	NaN	0.470139	NaN	
12/13/2016	11:59:15 AM	1447.95	7408.022461	NaN	1.298142	NaN	
12/13/2016	11:59:24 AM	1457.06	8816.002930	NaN	0.978227	NaN	
12/13/2016	11:59:34 AM	1467.00	9764.084961	NaN	1.075249	NaN	
12/13/2016	11:59:44 AM	1477.41	10416.613281	NaN	1.052304	NaN	
12/13/2016	11:59:54 AM	1486.94	12213.769531	NaN	0.849110	NaN	
12/13/2016	12:00:04 PM	1497.25	12681.752930	NaN	0.989808	NaN	
12/13/2016	12:00:14 PM	1507.05	12975.208984	NaN	0.904741	NaN	
12/13/2016	12:00:24 PM	1517.25	12339.315430	NaN	0.964837	NaN	
12/13/2016	12:00:34 PM	1527.02	12561.073242	NaN	0.881771	NaN	
12/13/2016	12:00:44 PM	1537.03	11960.827148	NaN	1.084518	NaN	
12/13/2016	12:00:54 PM	1547.02	11677.630859	NaN	0.862551	NaN	
12/13/2016	12:01:04 PM	1557.02	11186.682617	NaN	1.173638	NaN	
12/13/2016	12:01:13 PM	1566.12	11460.262695	NaN	1.085340	NaN	
12/13/2016	12:01:23 PM	1576.09	8122.924316	NaN	0.834661	NaN	
12/13/2016	12:01:33 PM	1586.05	3085.419922	NaN	0.792182	NaN	
12/13/2016	12:01:43 PM	1596.05	3902.632080	NaN	1.212468	NaN	
12/13/2016	12:01:53 PM	1606.02	2989.083496	NaN	1.022478	NaN	
12/13/2016	12:02:03 PM	1616.05	5059.614258	NaN	0.966168	NaN	
12/13/2016	12:02:13 PM	1626.11	9545.650391	NaN	1.314206	NaN	
12/13/2016	12:02:23 PM	1636.37	11702.476562	NaN	1.032602	NaN	
12/13/2016	12:02:33 PM	1646.17	12135.047852	NaN	1.020217	NaN	
12/13/2016	12:02:43 PM	1656.19	12618.751953	NaN	0.863411	NaN	
12/13/2016	12:02:53 PM	1666.17	12564.571289	NaN	1.057344	NaN	
12/13/2016	12:03:03 PM	1676.11	12060.129883	NaN	1.017817	NaN	
12/13/2016	12:03:13 PM	1686.06	12545.033203	NaN	0.904320	NaN	
12/13/2016	12:03:23 PM	1696.20	10955.560547	NaN	0.977790	NaN	
12/13/2016	12:03:33 PM	1706.37	12037.909180	NaN	1.017662	NaN	
12/13/2016	12:03:43 PM	1716.17	11678.883789	NaN	1.059369	NaN	
12/13/2016	12:03:53 PM	1726.19	11338.982422	NaN	1.135036	NaN	
12/13/2016	12:04:03 PM	1736.12	11456.934570	NaN	1.019826	NaN	
12/13/2016	12:04:12 PM	1745.34	13549.927734	NaN	1.094495	NaN	
12/13/2016	12:04:22 PM	1755.27	15772.843750	NaN	1.022138	NaN	
12/13/2016	12:04:31 PM	1764.39	13921.784180	NaN	1.357734	NaN	
12/13/2016	12:04:41 PM	1774.05	9783.480469	NaN	1.032399	NaN	
12/13/2016	12:04:51 PM	1784.20	8930.466797	NaN	0.981454	NaN	
12/13/2016	12:05:00 PM	1793.58	14258.081055	NaN	1.008145	NaN	
12/13/2016	12:05:10 PM	1803.36	14388.382812	NaN	0.964256	NaN	
12/13/2016	12:05:19 PM	1812.52	16201.590820	NaN	1.080031	NaN	
12/13/2016	12:05:29 PM	1822.64	15896.140625	NaN	1.127269	NaN	
12/13/2016	12:05:39 PM	1832.72	22899.884766	NaN	1.416335	NaN	
12/13/2016	12:05:49 PM	1842.53	58716.191406	NaN	0.878904	NaN	
12/13/2016	12:05:59 PM	1852.33	70028.429687	NaN	1.096218	NaN	
12/13/2016	12:06:09 PM	1862.48	73754.640625	NaN	0.613519	NaN	
12/13/2016	12:06:19 PM	1872.14	74646.359375	NaN	1.020676	NaN	
12/13/2016	12:06:28 PM	1881.31	73753.875000	NaN	0.338047	NaN	
12/13/2016	12:06:38 PM	1891.30	73620.851562	NaN	0.340693	NaN	
12/13/2016	12:06:48 PM	1901.33	66626.476562	NaN	0.896170	NaN	
12/13/2016	12:06:57 PM	1910.55	66132.812500	NaN	1.060859	NaN	
12/13/2016	12:07:07 PM	1920.33	65039.148437	NaN	0.918404	NaN	
12/13/2016	12:07:17 PM	1930.16	153505.859375	NaN	1.064847	NaN	
12/13/2016	12:07:27 PM	1940.23	193540.656250	NaN	1.715695	NaN	
12/13/2016	12:07:37 PM	1950.22	168425.906250	NaN	1.658158	NaN	
12/13/2016	12:07:46 PM	1959.50	67709.859375	NaN	0.804199	NaN	
12/13/2016	12:07:56 PM	1969.27	58232.445312	NaN	1.118147	NaN	
12/13/2016	12:08:05 PM	1978.42	59555.945312	NaN	0.973377	NaN	
12/13/2016	12:08:15 PM	1988.02	58415.296875	NaN	0.760678	NaN	
12/13/2016	12:08:24 PM	1997.67	50632.855469	NaN	0.906835	NaN	
12/13/2016	12:08:34 PM	2007.48	55738.703125	NaN	0.797605	NaN	
12/13/2016	12:08:44 PM	2017.64	56162.632812	NaN	0.793955	NaN	
12/13/2016	12:08:54 PM	2027.48	58777.964844	NaN	0.689340	NaN	
12/13/2016	12:09:04 PM	2037.55	59428.796875	NaN	1.073022	NaN	
12/13/2016	12:09:14 PM	2047.39	58936.484375	NaN	0.618635	NaN	
12/13/2016	12:09:24 PM	2057.22	757242.750000	NaN	1.096807	NaN	
12/13/2016	12:09:34 PM	2067.25	598570.625000	NaN	1.026903	NaN	
12/13/2016	12:09:44 PM	2077.30	323132.906250	NaN	1.002890	NaN	
12/13/2016	12:09:54 PM	2087.41	196523.265625	NaN	0.997299	NaN	
12/13/2016	12:10:04 PM	2097.41	127191.640625	NaN	0.994970	NaN	
12/13/2016	12:10:13 PM	2106.53	87333.875000	NaN	0.965298	NaN	
12/13/2016	12:10:23 PM	2116.30	48639.980469	NaN	0.974629	NaN	
12/13/2016	12:10:33 PM	2126.33	2585.327637	NaN	0.687418	NaN	
12/13/2016	12:10:43 PM	2136.36	1001.426086	NaN	0.836120	NaN	
12/13/2016	12:10:53 PM	2146.31	6483.345703	NaN	0.910121	NaN	
12/13/2016	12:11:03 PM	2156.44	2334.859619	NaN	1.031914	NaN	
12/13/2016	12:11:13 PM	2166.42	81.731339	NaN	0.482839	NaN	
12/13/2016	12:11:23 PM	2176.42	18.283211	NaN	0.615086	NaN	
12/13/2016	12:11:33 PM	2186.39	0.000000	NaN	NaN	NaN	
12/13/2016	12:11:43 PM	2196.36	0.000000	NaN	NaN	NaN	
12/13/2016	12:11:53 PM	2206.30	1309.312134	NaN	0.897829	NaN	
12/13/2016	12:12:02 PM	2215.52	73596.851562	NaN	0.953995	NaN	
12/13/2016	12:12:12 PM	2225.55	55017.921875	NaN	0.820403	NaN	
12/13/2016	12:12:22 PM	2235.64	18646.171875	NaN	0.811130	NaN	
12/13/2016	12:12:32 PM	2244.84	33023.011719	NaN	0.875446	NaN	
12/13/2016	12:12:41 PM	2254.67	47531.300781	NaN	0.886996	NaN	
12/13/2016	12:12:51 PM	2264.62	54745.414062	NaN	0.734576	NaN	
12/13/2016	12:13:02 PM	2274.84	58535.804687	NaN	0.700719	NaN	
12/13/2016	12:13:11 PM	2284.45	57966.941406	NaN	0.810004	NaN	
12/13/2016	12:13:20 PM	2293.69	56015.125000	NaN	0.694447	NaN	
12/13/2016	12:13:30 PM	2303.67	53405.699219	NaN	0.783025	NaN	
12/13/2016	12:13:41 PM	2313.92	55475.558594	NaN	1.014639	NaN	
12/13/2016	12:13:51 PM	2323.80	55738.890625	NaN	0.878485	NaN	
12/13/2016	12:14:00 PM	2333.72	54504.753906	NaN	0.776141	NaN	
12/13/2016	12:14:10 PM	2342.84	58929.695312	NaN	1.121625	NaN	
12/13/2016	12:14:19 PM	2352.70	54740.488281	NaN	0.435851	NaN	
12/13/2016	12:14:30 PM	2362.89	56858.628906	NaN	0.742113	NaN	
12/13/2016	12:14:39 PM	2372.53	54574.042969	NaN	0.928674	NaN	
12/13/2016	12:14:49 PM	2381.92	58725.191406	NaN	0.738123	NaN	
12/13/2016	12:14:59 PM	2392.02	56071.445312	NaN	0.730931	NaN	
12/13/2016	12:15:09 PM	2402.06	55065.648437	NaN	0.794290	NaN	
12/13/2016	12:15:18 PM	2411.62	52675.542969	NaN	0.951662	NaN	
12/13/2016	12:15:28 PM	2421.72	53984.324219	NaN	0.933264	NaN	
12/13/2016	12:15:39 PM	2431.92	54205.007812	NaN	0.918182	NaN	
12/13/2016	12:15:48 PM	2441.72	52355.085937	NaN	0.894394	NaN	
12/13/2016	12:15:59 PM	2452.00	54994.738281	NaN	1.166456	NaN	
12/13/2016	12:16:09 PM	2461.94	59474.644531	NaN	0.800303	NaN	
12/13/2016	12:16:18 PM	2471.67	56648.480469	NaN	0.662769	NaN	
12/13/2016	12:16:29 PM	2481.84	57833.171875	NaN	0.786418	NaN	
12/13/2016	12:16:39 PM	2491.92	58936.968750	NaN	0.701635	NaN	
12/13/2016	12:16:49 PM	2501.89	58650.945312	NaN	0.956061	NaN	
12/13/2016	12:16:59 PM	2511.83	57572.312500	NaN	0.795507	NaN	
12/13/2016	12:17:08 PM	2521.72	59671.585937	NaN	0.562547	NaN	
12/13/2016	12:17:18 PM	2531.69	61983.726562	NaN	0.804209	NaN	
12/13/2016	12:17:28 PM	2541.66	61671.796875	NaN	0.425412	NaN	
12/13/2016	12:17:39 PM	2551.80	58568.121094	NaN	0.728253	NaN	
12/13/2016	12:17:48 PM	2560.92	57820.378906	NaN	0.878079	NaN	
12/13/2016	12:17:58 PM	2570.89	59530.117187	NaN	1.005658	NaN	
12/13/2016	12:18:08 PM	2580.83	59834.605469	NaN	0.882604	NaN	
12/13/2016	12:18:17 PM	2590.70	58029.320312	NaN	0.866527	NaN	
12/13/2016	12:18:27 PM	2600.05	60138.160156	NaN	1.005478	NaN	
12/13/2016	12:18:36 PM	2609.69	60340.164062	NaN	0.841649	NaN	
12/13/2016	12:18:46 PM	2618.94	61938.277344	NaN	1.296550	NaN	
12/13/2016	12:18:56 PM	2628.81	62080.511719	NaN	0.931955	NaN	
12/13/2016	12:19:06 PM	2638.94	60430.597656	NaN	1.147045	NaN	
12/13/2016	12:19:16 PM	2649.00	59936.894531	NaN	0.677967	NaN	
12/13/2016	12:19:26 PM	2658.92	59134.660156	NaN	0.466094	NaN	
12/13/2016	12:19:36 PM	2668.95	57439.226562	NaN	0.946494	NaN	
12/13/2016	12:19:45 PM	2678.14	59578.816406	NaN	0.919302	NaN	
12/13/2016	12:19:55 PM	2687.86	62696.941406	NaN	0.378154	NaN	
12/13/2016	12:20:04 PM	2696.97	57380.300781	NaN	0.878916	NaN	
12/13/2016	12:20:14 PM	2707.06	60087.539062	NaN	1.009417	NaN	
12/13/2016	12:20:24 PM	2716.95	61369.761719	NaN	0.971993	NaN	
12/13/2016	12:20:34 PM	2727.02	61855.574219	NaN	1.049411	NaN	
12/13/2016	12:20:44 PM	2737.06	60537.574219	NaN	0.420536	NaN	
12/13/2016	12:20:54 PM	2747.05	62535.054687	NaN	0.800707	NaN	
12/13/2016	12:21:04 PM	2757.20	57892.835937	NaN	0.876431	NaN	
12/13/2016	12:21:14 PM	2766.80	57484.078125	NaN	0.922165	NaN	
12/13/2016	12:21:24 PM	2776.91	60648.562500	NaN	1.038370	NaN	
12/13/2016	12:21:34 PM	2787.11	61914.121094	NaN	0.369429	NaN	
12/13/2016	12:21:43 PM	2796.22	58896.335937	NaN	0.445535	NaN	
12/13/2016	12:21:53 PM	2805.83	61868.757812	NaN	0.487710	NaN	
12/13/2016	12:22:02 PM	2815.17	61282.464844	NaN	0.975399	NaN	
12/13/2016	12:22:12 PM	2825.14	62414.054687	NaN	1.035723	NaN	
12/13/2016	12:22:22 PM	2834.98	60264.386719	NaN	0.746498	NaN	
12/13/2016	12:22:31 PM	2844.14	60015.925781	NaN	1.081174	NaN	
