date	time	relative time [s]	Cn [P/cm^3]	none	X50(V) [micro-m]	none	
12/13/2016	11:38:40 AM	213.45	14446.321289	NaN	0.940426	NaN	
12/13/2016	11:38:41 AM	214.09	14174.224609	NaN	1.177879	NaN	
12/13/2016	11:38:42 AM	215.17	16419.775391	NaN	0.619034	NaN	
12/13/2016	11:38:43 AM	216.48	16766.140625	NaN	1.163363	NaN	
12/13/2016	11:38:44 AM	217.17	15717.536133	NaN	1.927733	NaN	
12/13/2016	11:38:45 AM	218.25	13400.889648	NaN	1.285891	NaN	
12/13/2016	11:38:46 AM	219.30	15167.377930	NaN	0.753088	NaN	
12/13/2016	11:38:47 AM	220.19	14663.196289	NaN	1.251127	NaN	
12/13/2016	11:38:48 AM	221.27	12534.619141	NaN	1.849157	NaN	
12/13/2016	11:38:49 AM	222.11	13216.202148	NaN	0.995505	NaN	
12/13/2016	11:38:50 AM	223.33	14394.917969	NaN	1.221912	NaN	
12/13/2016	11:38:51 AM	224.41	13228.474609	NaN	1.076276	NaN	
12/13/2016	11:38:52 AM	225.30	15186.127930	NaN	1.066446	NaN	
12/13/2016	11:38:53 AM	226.36	12756.286133	NaN	0.729841	NaN	
12/13/2016	11:38:54 AM	227.23	21079.701172	NaN	1.275172	NaN	
12/13/2016	11:38:55 AM	228.11	13430.459961	NaN	0.699292	NaN	
12/13/2016	11:38:56 AM	229.19	14010.630859	NaN	1.037358	NaN	
12/13/2016	11:38:57 AM	230.30	17022.093750	NaN	1.050539	NaN	
12/13/2016	11:38:58 AM	231.59	14374.897461	NaN	1.073459	NaN	
12/13/2016	11:38:59 AM	232.22	14119.267578	NaN	0.964564	NaN	
12/13/2016	11:39:00 AM	233.31	15216.924805	NaN	1.093880	NaN	
12/13/2016	11:39:01 AM	234.39	13971.349609	NaN	0.854622	NaN	
12/13/2016	11:39:02 AM	235.70	13359.197266	NaN	0.712152	NaN	
12/13/2016	11:39:03 AM	236.34	14474.582031	NaN	1.539183	NaN	
12/13/2016	11:39:04 AM	237.23	13227.955078	NaN	0.961427	NaN	
12/13/2016	11:39:05 AM	238.31	12412.148437	NaN	1.181114	NaN	
12/13/2016	11:39:06 AM	239.39	16322.516602	NaN	0.966011	NaN	
12/13/2016	11:39:07 AM	240.27	17203.121094	NaN	2.728423	NaN	
12/13/2016	11:39:08 AM	241.70	15800.989258	NaN	3.232514	NaN	
12/13/2016	11:39:09 AM	242.37	17728.425781	NaN	3.016230	NaN	
12/13/2016	11:39:10 AM	243.47	14658.124023	NaN	2.243582	NaN	
12/13/2016	11:39:11 AM	244.55	13750.903320	NaN	1.544459	NaN	
12/13/2016	11:39:12 AM	245.19	13936.156250	NaN	2.252575	NaN	
12/13/2016	11:39:13 AM	246.09	12230.500000	NaN	1.069147	NaN	
12/13/2016	11:39:14 AM	247.19	14760.272461	NaN	0.726365	NaN	
12/13/2016	11:39:15 AM	248.27	14339.398437	NaN	1.064058	NaN	
12/13/2016	11:39:16 AM	249.14	11245.293945	NaN	1.013315	NaN	
12/13/2016	11:39:17 AM	250.44	15899.229492	NaN	1.077051	NaN	
